ARTIST_ID,ARTIST_NAME,ARTIST_FOLLOWERS,ARTIST_POPULARITY
"5WUlDfRSoLAfcVSX1WnrxN","Sia",645751,93
"3WrFJ7ztbogyGnTHbHJFl2","The Beatles",600264,64
"2ye2Wgw4gimLv2eAKyk1NB","Metallica",1036791,84
